trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.3024014015294998}",25,12,3.588934047592301,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.30044216683046393}",20,0,-64.54348740492313,"{0: 16, 1: 1, 2: 0, 3: 2, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.29849562585766903}",20,0,31.27893852849218,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 0.5, 'e': 0.2965616963694694}",20,7,10.213378481973935,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.2946402966570566}",20,10,18.674987615043797,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.2927313455410069}",30,21,17.647543220840788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.29083476236785166}",20,14,13.01340965029199,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.28895046700666965}",20,0,-19.992082844113213,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.28707837984570167}",20,0,-16.152694353488798,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.2852184217889867}",20,0,20.48775879576274,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.28337051425302007}",30,3,-53.079077309844116,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 1}",1
196,False,"{'a': 0.5, 'e': 0.2815345791634335}",20,11,6.801518483747341,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.27971053895169634}",20,0,22.262233807114608,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.2778983165518384}",25,0,-34.23776964283451,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.2760978353971937}",25,7,19.91665364445392,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.2743090194171655}",30,18,-75.46198492990086,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 2}",1
201,False,"{'a': 0.5, 'e': 0.2725317930340126}",20,6,-18.7323495788746,"{0: 11, 1: 0, 2: 2, 3: 1, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.27076608115965606}",20,14,0.6993227718414474,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.2690118091925064}",20,12,-23.1384869357922,"{0: 5, 1: 0, 2: 3, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.2672689030143121}",20,4,26.645013319342514,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.26553728898702783}",35,12,8.127740959805806,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.26381689394970337}",20,3,-31.42502533347141,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
207,False,"{'a': 0.5, 'e': 0.2621076452153925}",30,15,-29.5111984267346,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.2604094705680819}",20,7,12.833694345565531,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.25872229825964016}",20,6,18.142080543267713,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.2570460570067861}",20,8,10.63031158142123,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.25538067598807773}",20,14,9.579223382021784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.2537260848409191}",25,8,8.078630786086187,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.2520822136585881}",20,13,10.04666286258747,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.25044899298728274}",30,15,24.69800687396907,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.24882635382318669}",20,0,-11.182706222087846,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
216,False,"{'a': 0.5, 'e': 0.247214227609554}",25,13,11.892473657449637,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.24561254623381226}",30,14,8.625310137038985,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.24402124202468511}",30,12,23.091499969374837,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.24244024774933295}",30,12,-24.3949884061235,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
220,False,"{'a': 0.5, 'e': 0.24086949661051255}",30,7,-15.122287174675817,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.5, 'e': 0.23930892224375455}",20,6,-16.988531881523674,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.2377584587145599}",20,3,-37.73730162275535,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
223,False,"{'a': 0.5, 'e': 0.23621804051561376}",25,2,-1.473255529327508,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.23468760256401808}",25,13,-19.307553166181954,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
225,False,"{'a': 0.5, 'e': 0.23316708019854182}",20,6,-14.41137481373824,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.23165640917688882}",30,18,22.725350256166106,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.2301555256729837}",25,7,-105.36922198531808,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 3}",1
228,False,"{'a': 0.5, 'e': 0.22866436627427508}",25,0,-10.089243347272326,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
229,False,"{'a': 0.5, 'e': 0.22718286797905668}",20,10,-4.269493373767464,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.22571096819380507}",20,2,-39.97964557937859,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
231,False,"{'a': 0.5, 'e': 0.22424860473053537}",20,9,-10.428948997138793,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.22279571580417373}",25,19,-1.5364516432592141,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.22135224002994686}",35,19,-6.732158449194793,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.21991811642078862}",20,11,-34.10650850896618,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.5, 'e': 0.2184932843847632}",20,4,4.887319381756928,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.21707768372250508}",20,6,9.760283386761587,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.21567125462467565}",25,16,5.703366804095521,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.21427393766943645}",30,16,-2.530660277574945,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.2128856738199382}",35,24,19.132796380951262,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.21150640442182672}",20,2,7.90267817482186,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.21013607120076477}",20,0,-0.5049117763852031,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
242,False,"{'a': 0.5, 'e': 0.20877461625996993}",20,11,11.449347980995029,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.20742198207776846}",20,3,-9.870678537747228,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.5, 'e': 0.2060781115051649}",20,14,-1.4360316518530156,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.2047429477634277}",25,12,-23.324719991831078,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.20341643444169005}",20,12,3.814042737479288,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.20209851549456692}",20,13,13.549486040728189,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.20078913523978667}",35,18,8.461372032094761,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.1994882383558388}",20,6,-3.079326683376054,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.19819576987963639}",30,12,-78.39196516311466,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.19691167520419406}",20,0,15.961715209770524,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.19563590007632084}",25,5,-5.311732372009323,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.5, 'e': 0.19436839059432773}",30,20,-7.0384583023950515,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
254,False,"{'a': 0.5, 'e': 0.1931090932057506}",20,10,-27.78416205720457,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.19185795470508737}",20,9,18.367895056950033,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.5, 'e': 0.19061492223155038}",20,6,0.1348763569483522,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.1893799432668327}",20,6,24.385313499717995,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.5, 'e': 0.18815296563288933}",25,3,-100.62992164328962,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 3}",1
259,False,"{'a': 0.5, 'e': 0.1869339374897327}",30,20,19.364823790187046,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.18572280733324242}",20,14,11.358579889813667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.1845195239929893}",20,8,-2.68052719819225,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.18332403663007313}",25,5,6.320194478973651,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.18213629473497506}",25,10,-39.25436142858037,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
264,False,"{'a': 0.5, 'e': 0.18095624812542324}",25,15,18.691229485823516,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.179783846944273}",25,11,27.008902227151022,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.17861904165739995}",25,17,4.501657749483754,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.1774617830516075}",25,20,8.035525539928532,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.17631202223254738}",20,10,-22.480947179072217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
269,False,"{'a': 0.5, 'e': 0.17516971062265388}",30,0,-9.05848233467164,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.1740347999590917}",20,16,9.250170600378208,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.17290724229171642}",30,13,23.058654603125394,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.17178698998104883}",20,0,-3.9560997545437795,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
273,False,"{'a': 0.5, 'e': 0.17067399569626218}",20,11,4.425702944365996,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.16956821241318237}",20,0,-21.46015505577775,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
275,False,"{'a': 0.5, 'e': 0.16846959341230125}",25,9,-33.7682472967164,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
276,False,"{'a': 0.5, 'e': 0.16737809227680253}",25,15,19.92091573908599,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.16629366289060094}",20,5,13.962567958046513,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.5, 'e': 0.16521625943639348}",25,18,2.478585397456139,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.1641458363937241}",20,4,16.898679297979623,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.1630823485370599}",25,8,27.308911242140162,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.1620257509338808}",20,0,13.532052171128273,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.16097599894278083}",20,11,14.877947730410112,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.15993304821158227}",30,14,26.63260303860922,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.15889685467546155}",20,11,18.841052333900592,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.15786737455508765}",20,4,2.7374081770353365,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.15684456435477234}",20,6,16.726202669383262,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.15582838086063244}",30,19,23.06620731288963,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.15481878113876427}",20,10,20.437146231829523,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.15381572253342932}",20,6,-12.665985891993081,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.5, 'e': 0.15281916266525233}",30,13,27.38951441252936,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.15182905942943062}",25,14,23.212743003581085,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.1508453709939552}",25,20,8.951222000010958,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.14986805579784337}",35,19,26.45388679512569,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.14889707254938267}",20,6,14.705664443119709,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.14793238022438643}",25,11,13.08629730024056,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.14697393806446038}",20,0,-43.372490040074815,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",1
297,False,"{'a': 0.5, 'e': 0.14602170557528077}",25,0,28.401891580335494,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
298,False,"{'a': 0.5, 'e': 0.14507564252488322}",25,8,13.827985376317095,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.14413570894196315}",35,3,-3.202985814729608,"{0: 29, 1: 2, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.14320186511418678}",25,20,9.99546440173944,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.1422740715865136}",30,22,8.978315035518673,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.14135228915952897}",25,8,7.09971039488938,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.14043647888778826}",20,2,18.257456793569858,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.13952660207817125}",30,8,15.970189488307925,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
305,False,"{'a': 0.5, 'e': 0.13862262028824734}",25,11,18.8482487537634,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.1377244953246515}",20,14,3.432450538120473,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.1368321892414704}",35,13,31.236800560204625,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.13594566433863928}",25,5,34.46847178152423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.13506488316034912}",20,10,4.01480004631205,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.5, 'e': 0.13418980849346412}",20,11,16.338880573131323,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.13332040336594939}",20,12,1.0760858248222696,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.13245663104530903}",25,7,4.311715814958941,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.131598455037034}",20,3,25.7404399758999,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.13074583908306026}",30,18,17.2642794854591,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.12989874716023692}",20,12,-6.616792458746885,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.12905714347880426}",25,13,-17.707203200433845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
317,False,"{'a': 0.5, 'e': 0.1282209924808815}",20,6,12.487354222978079,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.12739025883896465}",25,17,15.572786421725986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.12656490745443374}",20,15,9.368323888979468,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.12574490345606992}",20,15,8.808719833023337,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.12493021219858243}",30,16,27.805092675364946,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.12412079926114437}",30,18,24.624200748046984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.12331663044593873}",30,14,14.664322836536819,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.12251767177671345}",30,20,-22.991777754755933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
325,False,"{'a': 0.5, 'e': 0.1217238894973459}",20,2,22.06163509653411,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.12093525007041671}",20,14,11.445096888795678,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.12015172017579276}",20,5,26.6827001262872,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.11937326670921947}",25,11,25.052006340189124,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.118599856780922}",20,4,25.118509932302658,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.11783145771421594}",25,0,34.628424679099574,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.11706803704412638}",20,1,31.14633054054723,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.11630956251601644}",25,1,4.468158234250835,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.1155560020842245}",30,0,39.23097325565636,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.11480732391071018}",30,18,21.432946374125706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.11406349636370929}",20,8,8.280961174435918,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.11332448801639734}",30,16,1.7625393633357929,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.11259026764556171}",30,14,18.6649105614941,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.11186080423028248}",25,10,24.776790311159512,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.11113606695062192}",35,12,29.611576828179118,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.11041602518632211}",20,0,35.214238368433634,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
341,False,"{'a': 0.5, 'e': 0.10970064851551142}",25,12,24.072369179582033,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.10898990671341907}",20,6,23.039869472227817,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.1082837697510982}",20,16,6.982710664844353,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.1075822077941571}",25,8,31.15093053910118,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.10688519120149875}",20,13,15.246513827126966,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.10619269052406842}",25,12,22.29403941751012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.10550467650360941}",30,20,20.583457783207255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.10482112007142713}",25,9,29.445143664342176,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.10414199234716057}",20,6,14.620150368045227,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.10346726463756235}",30,19,22.009106662401773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.10279690843528641}",25,11,-5.353279444105675,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.10213089541768344}",20,13,-9.837704636929443,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.1014691974456044}",20,9,-2.2977186209256457,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.10081178656221153}",35,20,27.668161650234723,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.1001586349917972}",25,18,12.031703093866444,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.09950971513861037}",20,6,26.695744132065894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.09886499958569081}",25,5,23.94871582499519,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.09822446109371046}",25,14,23.97177024449261,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.09758807259982272}",35,21,16.65675347327855,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.09695580721651909}",20,13,-28.424514736813446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.5, 'e': 0.09632763823049305}",20,8,9.536165629216509,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.0957035391015115}",25,1,36.23583594722684,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.09508348346129342}",20,0,15.470642798792882,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.09446744511239576}",20,13,4.9777074250792825,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.0938553980271066}",30,23,12.964379379892488,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.5, 'e': 0.09324731634634563}",20,0,29.87536666335525,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
367,False,"{'a': 0.5, 'e': 0.09264317437857134}",30,13,14.658444700129344,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.09204294659869572}",25,12,25.5750333721741,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.09144660764700577}",20,0,31.42336917829154,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
