trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 1.0}",30,0,-239.7304985345169,"{0: 15, 1: 3, 2: 6, 3: 3, 4: 3}",0
2,False,"{'a': 0.5, 'e': 0.9935210793034477}",25,0,-136.34306331860355,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 3}",0
3,False,"{'a': 0.5, 'e': 0.9870841350202876}",20,0,-50.750435870966,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
4,False,"{'a': 0.5, 'e': 0.9806888951886662}",30,0,-136.20807304839477,"{0: 16, 1: 8, 2: 3, 3: 2, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9743350896087494}",25,0,-107.84833994504467,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
6,False,"{'a': 0.5, 'e': 0.968022449831306}",25,0,-127.28190960434948,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
7,False,"{'a': 0.5, 'e': 0.9617507091463667}",30,0,-163.1243672553488,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
8,False,"{'a': 0.5, 'e': 0.9555196025719545}",25,0,-67.94354586958936,"{0: 15, 1: 2, 2: 8, 3: 0, 4: 0}",0
9,False,"{'a': 0.5, 'e': 0.9493288668428896}",25,0,-132.80742832249845,"{0: 16, 1: 2, 2: 2, 3: 4, 4: 1}",0
10,False,"{'a': 0.5, 'e': 0.9431782403996667}",20,0,-61.88423188708097,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.9370674633774034}",20,0,-194.8471314134289,"{0: 8, 1: 2, 2: 6, 3: 1, 4: 3}",0
12,False,"{'a': 0.5, 'e': 0.9309962775948618}",20,0,-40.55694567669722,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
13,False,"{'a': 0.5, 'e': 0.9249644265435393}",20,0,-72.17588616655864,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.9189716553768317}",20,0,-23.610064746701163,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
15,False,"{'a': 0.5, 'e': 0.9130177108992658}",20,0,-78.72598072728522,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.9071023415558017}",25,0,-104.84993845368936,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
17,False,"{'a': 0.5, 'e': 0.9012252974212048}",30,0,-54.047044990497696,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.895386330189486}",25,0,-55.49840401716727,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
19,False,"{'a': 0.5, 'e': 0.8895851931634113}",25,0,-65.70198933293456,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.8838216412440785}",25,0,-122.97145178841674,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
21,False,"{'a': 0.5, 'e': 0.8780954309205613}",25,0,-193.9459607255127,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
22,False,"{'a': 0.5, 'e': 0.8724063202596221}",20,0,-106.20785134810936,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
23,False,"{'a': 0.5, 'e': 0.866754068895489}",20,0,-98.33180164276403,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
24,False,"{'a': 0.5, 'e': 0.861138438019701}",30,0,-179.17935776601593,"{0: 18, 1: 1, 2: 6, 3: 3, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.8555591903710185}",20,0,-86.81040356568337,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
26,False,"{'a': 0.5, 'e': 0.8500160902253981}",30,0,-170.91824605217442,"{0: 17, 1: 4, 2: 5, 3: 2, 4: 2}",0
27,False,"{'a': 0.5, 'e': 0.8445089033860343}",30,16,-110.2272289153398,"{0: 7, 1: 0, 2: 4, 3: 2, 4: 1}",1
28,False,"{'a': 0.5, 'e': 0.8390373971734638}",20,9,-29.843903870173524,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
29,False,"{'a': 0.5, 'e': 0.8336013404157353}",35,0,-95.84106347862601,"{0: 24, 1: 3, 2: 5, 3: 3, 4: 0}",0
30,False,"{'a': 0.5, 'e': 0.828200503438642}",20,0,-149.22855197719346,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
31,False,"{'a': 0.5, 'e': 0.8228346580560184}",20,0,-38.13417320311504,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
32,False,"{'a': 0.5, 'e': 0.8175035775600987}",25,0,-6.277806989924997,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
33,False,"{'a': 0.5, 'e': 0.8122070367119391}",20,0,-49.007259721424894,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
34,False,"{'a': 0.5, 'e': 0.8069448117319006}",25,0,-249.09774075954488,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 5}",0
35,False,"{'a': 0.5, 'e': 0.8017166802901953}",25,0,-76.15560784554785,"{0: 16, 1: 1, 2: 7, 3: 1, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.796522421497492}",25,8,-52.43272841252929,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.7913618158955839}",20,2,-56.65477983093066,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
38,False,"{'a': 0.5, 'e': 0.7862346454481167}",30,0,-86.4389533940774,"{0: 22, 1: 3, 2: 2, 3: 2, 4: 1}",0
39,False,"{'a': 0.5, 'e': 0.7811406935313765}",30,0,-151.38241340695285,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
40,False,"{'a': 0.5, 'e': 0.7760797449251368}",25,0,-187.09840303356145,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
41,False,"{'a': 0.5, 'e': 0.7710515858035663}",20,0,-40.50006338726957,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.7660560037261941}",20,0,-152.7273048777139,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 3}",0
43,False,"{'a': 0.5, 'e': 0.7610927876289343}",20,0,-110.77889484235044,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
44,False,"{'a': 0.5, 'e': 0.7561617278151685}",20,0,-26.11702520534702,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.751262615946886}",20,0,-93.19353457993692,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
46,False,"{'a': 0.5, 'e': 0.7463952450358817}",30,12,12.917758963271163,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
47,False,"{'a': 0.5, 'e': 0.7415594094350105}",20,9,-44.59216700350069,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
48,False,"{'a': 0.5, 'e': 0.7367549048294989}",20,0,-112.35313480762377,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
49,False,"{'a': 0.5, 'e': 0.7319815282283126}",20,0,-121.52495940796314,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
50,False,"{'a': 0.5, 'e': 0.7272390779555803}",25,0,-52.15129692383737,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.7225273536420722}",30,0,-152.14796368874627,"{0: 20, 1: 0, 2: 6, 3: 2, 4: 2}",0
52,False,"{'a': 0.5, 'e': 0.7178461562167354}",25,0,-195.22996144044737,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
53,False,"{'a': 0.5, 'e': 0.7131952878982822}",20,7,-14.751932567819713,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 0}",1
54,False,"{'a': 0.5, 'e': 0.7085745521868345}",25,0,-101.09549112700826,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
55,False,"{'a': 0.5, 'e': 0.703983753855621}",30,7,-59.22023999353176,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 0}",1
56,False,"{'a': 0.5, 'e': 0.6994226989427292}",20,0,-138.0062699129304,"{0: 11, 1: 1, 2: 3, 3: 4, 4: 1}",0
57,False,"{'a': 0.5, 'e': 0.6948911947429106}",35,0,-68.72166558740766,"{0: 30, 1: 1, 2: 2, 3: 0, 4: 2}",0
58,False,"{'a': 0.5, 'e': 0.6903890497994388}",20,0,-93.80716351980318,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.6859160738960202}",35,3,21.866529499073934,"{0: 29, 1: 3, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.6814720780487573}",25,0,-72.24187681264466,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
61,False,"{'a': 0.5, 'e': 0.6770568744981648}",25,2,-57.14444965432458,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 1}",1
62,False,"{'a': 0.5, 'e': 0.6726702767012356}",20,0,-34.3280647874638,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
63,False,"{'a': 0.5, 'e': 0.6683120993235604}",20,0,-66.75760496601129,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.6639821582314966}",20,10,3.8266423640548908,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
65,False,"{'a': 0.5, 'e': 0.659680270484389}",20,12,-51.9679828817614,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
66,False,"{'a': 0.5, 'e': 0.6554062543268405}",25,3,16.91194712707653,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.6511599291810325}",20,0,-39.54807992718383,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.646941115639096}",20,10,-36.724331639871046,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
69,False,"{'a': 0.5, 'e': 0.6427496354555312}",20,1,-3.6850475511580267,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
70,False,"{'a': 0.5, 'e': 0.6385853115396769}",30,3,-64.99872572917678,"{0: 20, 1: 1, 2: 5, 3: 0, 4: 1}",1
71,False,"{'a': 0.5, 'e': 0.6344479679482282}",20,0,-59.12442085597546,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
72,False,"{'a': 0.5, 'e': 0.6303374298778028}",20,0,-31.094081750946234,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.6262535236575559}",20,13,-31.654197392580663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
74,False,"{'a': 0.5, 'e': 0.6221960767418422}",25,12,-0.7828961384591502,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.5, 'e': 0.6181649177029258}",30,23,0.021340598886528728,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
76,False,"{'a': 0.5, 'e': 0.6141598762237378}",20,0,-40.40235045141678,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.6101807830906798}",20,0,-25.76006316953575,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.6062274701864752}",20,0,-77.32559771754835,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.6022997704830654}",20,0,-80.50359428200476,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.598397518034554}",20,0,-132.57970156419242,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 2}",0
81,False,"{'a': 0.5, 'e': 0.5945205479701944}",25,9,-59.33824477988993,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
82,False,"{'a': 0.5, 'e': 0.5906686964874247}",20,3,-46.255603874923544,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
83,False,"{'a': 0.5, 'e': 0.5868418008449466}",25,0,-50.93763983526959,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.5830396993558503}",35,15,-83.61122319170418,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
85,False,"{'a': 0.5, 'e': 0.5792622313807821}",20,8,-9.252476121096304,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.575509237321158}",20,0,-25.20179690785488,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.5717805586124209}",20,7,-31.665941504124625,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
88,False,"{'a': 0.5, 'e': 0.5680760377173407}",20,10,-14.03788899312671,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
89,False,"{'a': 0.5, 'e': 0.5643955181193584}",20,5,-81.58483202529874,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
90,False,"{'a': 0.5, 'e': 0.5607388443159735}",20,9,-12.257614536201608,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
91,False,"{'a': 0.5, 'e': 0.5571058618121739}",25,8,-22.366640006661314,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
92,False,"{'a': 0.5, 'e': 0.5534964171139084}",20,0,-55.81819105120323,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.5499103577216016}",25,11,-71.88045171900191,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.5463475321237107}",25,7,-88.2977191760477,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 1}",1
95,False,"{'a': 0.5, 'e': 0.542807789790324}",20,2,-41.41648607350426,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 1}",1
96,False,"{'a': 0.5, 'e': 0.5392909811668016}",20,10,-36.01925230508683,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
97,False,"{'a': 0.5, 'e': 0.535796957667456}",20,12,2.3080495254930122,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
98,False,"{'a': 0.5, 'e': 0.5323255716692746}",20,12,-6.3656538455100815,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
99,False,"{'a': 0.5, 'e': 0.5288766765056825}",20,0,-9.781273204700192,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.5254501264603461}",30,8,1.3749573845848326,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.5, 'e': 0.522045776761016}",20,6,-3.1324007493151713,"{0: 11, 1: 2, 2: 1, 3: 0, 4: 0}",1
102,False,"{'a': 0.5, 'e': 0.5186634835734114}",20,6,5.994316522040649,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
103,False,"{'a': 0.5, 'e': 0.5153031039951418}",20,0,-1.4199307231986826,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
104,False,"{'a': 0.5, 'e': 0.51196449604967}",35,13,-2.9640749569878615,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.5086475186803138}",25,0,-20.955454636604077,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.5053520317442859}",20,2,-89.15246748477342,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 1}",1
107,False,"{'a': 0.5, 'e': 0.5020778960067731}",25,17,-39.05376492816618,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.4988249731350533}",20,0,-1.684553104094668,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.4955931256926515}",20,0,6.223723631073939,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.4923822171335323}",20,10,-33.78401176294772,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
111,False,"{'a': 0.5, 'e': 0.48919211179633154}",25,3,-82.33089217288651,"{0: 14, 1: 1, 2: 6, 3: 0, 4: 1}",1
112,False,"{'a': 0.5, 'e': 0.4860226748986242}",30,14,-6.040630069656639,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
113,False,"{'a': 0.5, 'e': 0.48287377253122976}",20,12,-35.446888814263474,"{0: 4, 1: 1, 2: 2, 3: 1, 4: 0}",1
114,False,"{'a': 0.5, 'e': 0.4797452716525549}",20,0,-8.84487727199867,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.47663704008297203}",20,0,-21.90719643040804,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.47354894649923507}",20,6,10.124923007613377,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.47048086042893056}",30,0,-11.292815131605785,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.4674326522449659}",20,0,-45.87911859137584,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.46440419316009157}",20,10,-33.76610230287164,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
120,False,"{'a': 0.5, 'e': 0.461395355221461}",25,0,-21.378081417027467,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.4584060113052236}",20,12,-9.848891388664544,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.45543603511115416}",20,12,-0.25421101080382513,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.45248530115731683}",20,7,3.039448466586197,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.44955368477476293}",20,13,12.754093112110864,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 0.4466410621022644}",20,9,-14.741880357731626,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
126,False,"{'a': 0.5, 'e': 0.44374731008107987}",25,8,-18.402499626505403,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
127,False,"{'a': 0.5, 'e': 0.44087230644975617}",25,19,-8.95341682642936,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
128,False,"{'a': 0.5, 'e': 0.4380159297389621}",20,0,-83.8688629915856,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
129,False,"{'a': 0.5, 'e': 0.4351780592663567}",25,9,-31.252442480172633,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
130,False,"{'a': 0.5, 'e': 0.4323585751314905}",30,8,16.58665534627334,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 0.4295573582107392}",30,0,23.728586966443526,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.4267742901522713}",25,1,-11.63586411963455,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 0.4240092533710473}",25,14,4.990115692624313,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 0.42126213104385196}",25,5,-36.93615666493125,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.4185328071043582}",25,11,-38.452623054702045,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
136,False,"{'a': 0.5, 'e': 0.4158211662382236}",20,0,-39.89201632330803,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.4131270938782183}",20,0,-34.30426222830298,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.4104504761993842}",25,19,14.453656419741689,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 0.40779120011422626}",20,6,6.081651244666956,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 0.40514915326793427}",20,6,9.162954889792287,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 0.402524224033636}",30,9,-80.77555166787481,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 1}",1
142,False,"{'a': 0.5, 'e': 0.3999163015076808}",20,14,10.205479926149783,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 0.39732527550495406}",30,16,4.071541156185616,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.39475103655422167}",20,9,-33.26194445170051,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.39219347589350506}",20,13,5.087468881038365,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 0.3896524854654858}",25,5,20.078778270353673,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.3871279579129404}",20,10,-3.155527980462023,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 0.38461978657420426}",25,7,-3.4442726577306155,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 0.3821278654786651}",20,6,-21.17695665215224,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
150,False,"{'a': 0.5, 'e': 0.37965208934228606}",20,0,-8.09747571152664,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.37719235356315695}",20,11,4.748374207293912,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 0.37474855421707537}",25,0,25.721338013248985,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.37232058805315527}",20,0,-40.43698770110192,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.36990835248946513}",20,0,-50.096081729722975,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
155,False,"{'a': 0.5, 'e': 0.3675117456086936}",25,12,-20.430888487416254,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.3651306661538433}",30,14,-22.078742447476415,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
157,False,"{'a': 0.5, 'e': 0.36276501352395324}",30,16,25.12803598206566,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.36041468776984786}",25,14,-1.294315595021529,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
159,False,"{'a': 0.5, 'e': 0.35807958958991437}",25,10,1.9476033524836642,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.35575962032590736}",25,0,25.748564960480707,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.35345468195878016}",20,0,4.210779957315858,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.35116467710454413}",35,5,6.554129550864795,"{0: 24, 1: 5, 2: 1, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 0.3488895090101534}",35,0,-17.840621716499157,"{0: 29, 1: 0, 2: 6, 3: 0, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.3466290815494176}",20,13,13.440972321720244,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 0.34438329921894006}",20,0,8.433242686655731,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
166,False,"{'a': 0.5, 'e': 0.3421520671340835}",20,10,-24.777447336358065,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.33993529102496034}",25,8,-9.364396170219162,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 0.3377328772324502}",20,9,-3.4126223481716726,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.33554473270424273}",25,15,5.5842454927932685,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 0.33337076499090607}",25,3,-42.977685090403625,"{0: 16, 1: 2, 2: 2, 3: 2, 4: 0}",1
171,False,"{'a': 0.5, 'e': 0.33121088224198103}",20,5,14.35475582752918,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
172,False,"{'a': 0.5, 'e': 0.3290649932021001}",20,12,14.8781933104728,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 0.3269330072071322}",25,3,-38.74180500123679,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.3248148341803518}",35,17,11.406785792632977,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 0.3227103846286335}",25,10,27.527568565764238,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.32061956963867067}",25,5,-12.890333033986185,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.31854230087321905}",25,12,12.406339005059223,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.31647849056736416}",20,15,9.376105618525749,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 0.31442805152481357}",20,7,3.6795455602081053,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.31239089711421286}",25,5,9.824572147915976,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 0.31036694126548503}",20,7,12.355406114500465,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.3083560984661945}",20,0,17.34912781869549,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.30635828375793367}",25,0,11.608385820394005,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.30437341273273416}",30,11,30.72345257219029,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
